EntryID,LemmaID,Code,YouTube Video,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,Complexity,RightWristX,RightWristcentroidY,DistanceRightWristCentroid2Nose,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,Neighborhood Density
car,car,D_02_043,https://www.youtube.com/embed/5qul0MrntBA?rel=0&controls=0&showinfo=0,6.556,0.892,1.361,27.0,0.0,6.587999999999999,0.795,1.3219999999999998,17.0,0.0,,,6.2,2.166,1.495,30.0,,4.3919999999999995,Noun,533.87,1601.6,1067.73,2569.24,772.0,80.0,12.0,6.0,1.0,26.0,2.0,6.0,1.0,18.0,2.0,2,1739.0,814.0,1920.0,Pantomimic,0.0,0.0,0.0,1.0,s,0.0,imrp,7,0.0,0.0,0.0,Closed,Contact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
car_accident,,E_03_29,https://www.youtube.com/embed/iHQd3N_lms0?rel=0&controls=0&showinfo=0,3.9330000000000003,,-0.141,,,,,,,,,,3.9330000000000003,2.0180000000000002,0.336,30.0,,,Verb,,,,,,,,,,,,,,,,2,960.0,788.0,1242.0,Arbitrary,,0.0,0.0,1.0,v,1.0,im,1,1.0,1.0,1.0,Open,Contact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
car_battery,,E_01_39,https://www.youtube.com/embed/eY0Ip9F0nbc?rel=0&controls=0&showinfo=0,3.3139999999999996,,-0.514,,,,,,,,,,1.88,2.198,-0.667,25.0,,,Noun,,,,,,,,,,,,,,,,2,960.0,788.0,1242.0,Arbitrary,,0.0,0.0,1.0,bent_v,1.0,im,2,0.0,1.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
cards,,J_03_065,https://www.youtube.com/embed/dhe_xmwdf10?rel=0&controls=0&showinfo=0,4.103,,0.026000000000000002,,,,,,,,,,6.455,1.011,2.046,22.0,playing cards,,,,,,,,,,,,,,,,,,1,959.0,749.0,1217.0,Pantomimic,0.0,0.0,1.0,4.0,bent_1,1.0,i,2,0.0,,,Open,Contact,AsymmetricalSameHandshape,Straight,Hand,FingerRadial,HandAway,1.0,A,0.0,bent_1,1.0,i,2,0.0,,,Open,Contact,AsymmetricalSameHandshape,Straight,Hand,FingerRadial,HandAway,1.0,A,0.0,bent_1,1.0,i,2,0.0,,,Open,Contact,AsymmetricalSameHandshape,Straight,Hand,FingerRadial,HandAway,1.0,A,0.0,bent_1,1.0,i,2.0,0.0,,,Open,Contact,AsymmetricalSameHandshape,Straight,Hand,FingerRadial,HandAway,1.0,A,,,,,,,,,Closed,,,,,,,,,,,,,,,,,Closed,,,,,,,,,,576
careful,careful,B_03_039,https://www.youtube.com/embed/ddKz1auzoBY?rel=0&controls=0&showinfo=0,5.32,1.406,0.42100000000000004,25.0,0.0,5.2139999999999995,1.626,0.332,14.0,0.0,,,1.4669999999999999,1.9480000000000002,-0.67,30.0,,3.7439999999999998,Adjective,333.67,800.8,467.13,1735.07,702.0,13.0,0.0,1.0,1.0,31.0,-1.0,2.0,1.0,22.0,-1.0,3,1585.0,792.0,1772.0,Arbitrary,0.0,0.0,0.0,1.0,p,1.0,im,Stacked,0.0,,0.0,Open,Contact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
carousel,,E_01_63,https://www.youtube.com/embed/0uhuvEqg2wE?rel=0&controls=0&showinfo=0,2.0,,-1.2690000000000001,,,,,,,,,,2.88,2.198,-0.204,25.0,,1.869,Noun,,,,,,,,,,,,,,,,2,914.0,1347.0,1628.0,Arbitrary,,0.0,0.0,1.0,curved_v,1.0,im,5,0.0,1.0,0.0,Closed,NoContact,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
carrot,carrot,A_02_083,https://www.youtube.com/embed/BClK8cXh1Xs?rel=0&controls=0&showinfo=0,3.2960000000000003,1.489,-0.29100000000000004,27.0,0.0,3.2310000000000003,1.6909999999999998,-0.292,13.0,0.0,,,3.533,2.074,0.205,30.0,,2.292,Noun,367.03,1267.94,900.9,1501.5,777.0,27.0,1.0,3.0,1.0,31.0,0.0,3.0,1.0,19.0,0.0,1,1534.0,640.0,1662.0,Arbitrary,0.0,0.0,0.0,1.0,s,0.0,imrp,7,0.0,0.0,0.0,Closed,Contact,OneHanded,None,Head,Mouth,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650
carry,,J_02_042,https://www.youtube.com/embed/rjqw6DpsQTU?rel=0&controls=0&showinfo=0,0.0,,0.0,,,,,,,,,,4.792,1.693,0.8740000000000001,24.0,,,,,,,,,,,,,,,,,,,0,962.0,640.0,1156.0,Pantomimic,,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
castle,castle,A_01_008,https://www.youtube.com/embed/BZdWWON_a4Q?rel=0&controls=0&showinfo=0,1.579,0.838,-1.3330000000000002,19.0,10.0,1.455,0.688,-1.4,11.0,8.33,100.0,100.0,3.4810000000000003,1.649,-0.085,27.0,,3.0410000000000004,Noun,266.93,1067.73,800.8,2168.84,662.0,9.0,0.0,4.0,2.0,31.0,0.0,4.0,2.0,19.0,0.0,2,1693.0,777.0,1863.0,Arbitrary,0.0,0.0,0.0,1.0,curved_v,1.0,im,5,1.0,1.0,0.0,Closed,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
casual,,H_02_50,https://www.youtube.com/embed/kJ6t0czTTQQ?rel=0&controls=0&showinfo=0,5.25,,0.677,,,,,,,,,,1.8259999999999998,0.9840000000000001,-0.693,24.0,,,Adjective,,,,,,,,,,,,,,,,2,962.0,640.0,1156.0,Arbitrary,,0.0,0.0,1.0,5,0.0,imrp,1,0.0,1.0,0.0,Open,NoContact,SymmetricalOrAlternating,Other,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
cat,cat,A_01_023,https://www.youtube.com/embed/HQ3OznJhtzI?rel=0&controls=0&showinfo=0,5.0969999999999995,1.868,0.597,31.0,0.0,4.944,1.662,0.54,18.0,0.0,,,4.618,2.048,0.6779999999999999,34.0,,3.529,Noun,400.4,867.53,467.13,1167.84,760.0,35.0,2.0,3.0,2.0,31.0,0.0,3.0,1.0,19.0,0.0,0,1368.0,1061.0,1731.0,Both,0.0,0.0,0.0,1.0,f,1.0,i,5,0.0,,,Open,Contact,OneHanded,Straight,Head,CheekNose,HeadAway,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650
catapult,,E_03_83,https://www.youtube.com/embed/wtJMMVIznps?rel=0&controls=0&showinfo=0,1.5,,-1.454,,,,,,,,,,6.097,2.0180000000000002,1.43,31.0,,1.505,Verb,,,,,,,,,,,,,,,,1,983.0,1208.0,1557.0,,1.0,0.0,0.0,1.0,c,0.0,imrp,5,0.0,0.0,0.0,Open,NoContact,OneHanded,Curved,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
catch,,G_02_33,https://www.youtube.com/embed/T0dt4uMrQ-k?rel=0&controls=0&showinfo=0,3.667,,-0.29,,,,,,,,,,5.438,1.995,1.026,32.0,,3.84,Verb,,,,,,,,,,,,,,,,1,963.0,591.0,1130.0,Pantomimic,,0.0,0.0,1.0,curved_5,1.0,imrp,5,1.0,1.0,0.0,Open,Contact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
catch_2,,J_01_073,https://www.youtube.com/embed/fWbDyAkZQqc?rel=0&controls=0&showinfo=0,2.778,,-0.841,,,,,,,,,,5.68,1.406,1.178,25.0,to catch,,Verb,,,,,,,,,,,,,,,,1,959.0,713.0,1195.0,Pantomimic,,0.0,0.0,1.0,curved_5,1.0,imrp,5,1.0,1.0,1.0,Open,Contact,OneHanded,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
catch_3,,H_03_15,https://www.youtube.com/embed/y4r_34YtWyg?rel=0&controls=0&showinfo=0,4.5,,0.223,,,,,,,,,,5.707999999999999,1.574,1.274,24.0,to catch (an object),,,,,,,,,,,,,,,,,,1,959.0,713.0,1195.0,Pantomimic,,0.0,0.0,1.0,curved_5,1.0,imrp,5,1.0,1.0,1.0,Open,Contact,OneHanded,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
category,,E_01_34,https://www.youtube.com/embed/bbTGA0uRal4?rel=0&controls=0&showinfo=0,6.314,,1.111,,,,,,,,,,1.3459999999999999,2.198,-0.909,26.0,,2.318,Noun,,,,,,,,,,,,,,,,1,960.0,676.0,1174.0,Arbitrary,1.0,0.0,0.0,1.0,c,0.0,imrp,5,0.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
catepillar,,G_01_25,https://www.youtube.com/embed/gcXmd0ha8Qs?rel=0&controls=0&showinfo=0,2.76,,-0.823,,,,,,,,,,4.172,1.85,0.386,29.0,CATERPILLAR,1.7630000000000001,Noun,,,,,,,,,,,,,,,,2,976.0,1091.0,1464.0,,,0.0,0.0,1.0,1,0.0,i,1,1.0,,,Closed,NoContact,AsymmetricalDifferentHandshape,Straight,Hand,Palm,FingerFront,1.0,B,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
catholic,catholic,B_03_052,https://www.youtube.com/embed/85-9sytvGmQ?rel=0&controls=0&showinfo=0,2.92,1.4409999999999998,-1.071,25.0,0.0,2.786,1.188,-1.169,14.0,0.0,,,5.1,1.9480000000000002,1.145,30.0,,2.804,Adjective,567.23,1134.47,567.23,1868.54,759.0,25.0,0.0,3.0,2.0,31.0,0.0,3.0,2.0,22.0,0.0,1,1609.0,793.0,1793.0,Perceptual,0.0,0.0,1.0,2.0,h,1.0,im,1,0.0,0.0,0.0,Closed,NoContact,OneHanded,Straight,Head,HeadAway,HeadAway,0.0,,0.0,h,1.0,im,1,1.0,0.0,0.0,Closed,NoContact,OneHanded,Straight,Head,HeadAway,HeadAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650
caught,,H_02_69,https://www.youtube.com/embed/fWwS2aqeIok?rel=0&controls=0&showinfo=0,4.037,,-0.025,,,,,,,,,,5.391,1.27,1.054,24.0,catch (capture),,Verb,,,,,,,,,,,,,,,,4,953.0,319.0,1005.0,Perceptual,,0.0,0.0,1.0,curved_5,1.0,imrp,5,1.0,1.0,1.0,Open,Contact,AsymmetricalDifferentHandshape,Curved,Hand,HandAway,Other,1.0,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
cause,cause,D_01_088,https://www.youtube.com/embed/4jZ3iHKP_As?rel=0&controls=0&showinfo=0,3.778,1.219,-0.218,27.0,0.0,3.875,1.147,-0.174,16.0,0.0,,,2.028,2.025,-0.47200000000000003,36.0,,4.199,Verb,767.43,1568.24,800.8,2535.87,725.0,48.0,7.0,2.0,1.0,26.0,-1.0,2.0,1.0,18.0,0.0,2,1739.0,814.0,1920.0,Arbitrary,0.0,0.0,0.0,1.0,s,0.0,imrp,7,1.0,0.0,1.0,Closed,Contact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
ceiling,,J_01_091,https://www.youtube.com/embed/x_Bx8l_RPwo?rel=0&controls=0&showinfo=0,2.759,,-0.823,,,,,,,,,,5.0,1.472,0.8590000000000001,25.0,,,,,,,,,,,,,,,,,,,1,966.0,945.0,1351.0,Both,,0.0,0.0,1.0,flat_b,1.0,imrp,4,0.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Head,HeadAway,HeadAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650
celebrate,,J_02_100,https://www.youtube.com/embed/4uzSAexLgGE?rel=0&controls=0&showinfo=0,4.933,,0.496,,,,,,,,,,2.208,1.318,-0.503,24.0,,,,,,,,,,,,,,,,,,,2,978.0,1138.0,1500.0,Arbitrary,,0.0,0.0,1.0,bent_1,1.0,i,2,0.0,,,Closed,NoContact,SymmetricalOrAlternating,Circular,Head,HeadAway,HeadAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650
celery_2,,G_02_48,https://www.youtube.com/embed/hc7Hljnj6S8?rel=0&controls=0&showinfo=0,2.7039999999999997,,-0.868,,,,,,,,,,4.438,1.995,0.51,32.0,,1.982,Noun,,,,,,,,,,,,,,,,3,984.0,1310.0,1638.0,,,0.0,0.0,1.0,s,0.0,imrp,7,0.0,0.0,0.0,Closed,Contact,OneHanded,Curved,Head,Mouth,HeadAway,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650
cemetary,,H_01_37,https://www.youtube.com/embed/O-HKi9pJBkM?rel=0&controls=0&showinfo=0,3.0,,-0.631,,,,,,,,,,1.893,1.75,-0.7090000000000001,28.0,,,Noun,,,,,,,,,,,,,,,,1,963.0,591.0,1130.0,Arbitrary,,0.0,0.0,1.0,c,0.0,imrp,5,0.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
center,center,C_01_027,https://www.youtube.com/embed/-G2MHrEOtZ4?rel=0&controls=0&showinfo=0,3.4330000000000003,1.305,-0.5479999999999999,30.0,0.0,3.5,1.249,-0.5760000000000001,18.0,0.0,,,3.333,1.921,0.218,30.0,,3.3689999999999998,Noun,567.23,1134.47,567.23,2235.57,883.0,49.0,18.0,3.0,1.0,30.0,0.0,3.0,1.0,21.0,0.0,4,1716.0,802.0,1894.0,Arbitrary,0.0,0.0,0.0,1.0,open_b,1.0,imrp,1,1.0,0.0,0.0,Open,NoContact,AsymmetricalSameHandshape,Circular,Hand,HandAway,Palm,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
cereal,cereal,A_02_014,https://www.youtube.com/embed/bcqiIqmU-7c?rel=0&controls=0&showinfo=0,4.7410000000000005,1.655,0.47200000000000003,27.0,0.0,4.692,1.8430000000000002,0.444,13.0,0.0,,,1.4669999999999999,2.074,-0.725,30.0,,2.512,Noun,266.93,1101.1,834.17,1167.84,816.0,67.0,12.0,1.0,0.0,31.0,-1.0,1.0,0.0,19.0,-1.0,1,1368.0,1061.0,1731.0,Arbitrary,0.0,0.0,0.0,1.0,bent_1,1.0,i,2,0.0,,,Closed,NoContact,OneHanded,Straight,Head,Chin,Chin,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650
certificate,certificate,B_01_080,https://www.youtube.com/embed/uRISmfnmWtg?rel=0&controls=0&showinfo=0,4.583,1.6130000000000002,-0.068,24.0,0.0,4.462,1.561,-0.132,13.0,0.0,,,1.8459999999999999,2.016,-0.49,26.0,,2.662,Noun,567.23,867.53,300.3,1568.24,779.0,85.0,8.0,2.0,1.0,31.0,-1.0,2.0,1.0,22.0,-1.0,0,1562.0,700.0,1712.0,Arbitrary,1.0,0.0,0.0,1.0,c,0.0,imrp,5,0.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
chain,,E_02_55,https://www.youtube.com/embed/BXLVFU-jbwk?rel=0&controls=0&showinfo=0,3.375,,-0.461,,,,,,,,,,4.414,2.052,0.354,29.0,A CHAIN,3.035,Noun,,,,,,,,,,,,,,,,1,983.0,1208.0,1557.0,,,0.0,0.0,1.0,f,1.0,i,5,0.0,,,Open,Contact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
chair,chair,A_01_017,https://www.youtube.com/embed/1lgdh8VrZnA?rel=0&controls=0&showinfo=0,5.7139999999999995,1.2309999999999999,0.794,21.0,0.0,5.667000000000001,1.3030000000000002,0.79,12.0,0.0,,,2.2,1.607,-0.794,25.0,,3.4,Noun,200.2,834.17,633.97,1001.0,784.0,27.0,11.0,3.0,1.0,31.0,0.0,3.0,2.0,19.0,0.0,1,1357.0,1161.0,1787.0,Arbitrary,0.0,0.0,0.0,1.0,h,1.0,im,1,0.0,0.0,0.0,Closed,NoContact,AsymmetricalSameHandshape,Straight,Hand,FingerBack,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
challenge,challenge,B_03_051,https://www.youtube.com/embed/OJusJdldQXY?rel=0&controls=0&showinfo=0,4.48,1.3880000000000001,-0.078,25.0,0.0,4.5,0.76,-0.095,14.0,0.0,,,3.2760000000000002,1.9480000000000002,0.21899999999999997,29.0,,3.0060000000000002,Noun,433.77,900.9,467.13,1568.24,773.0,30.0,0.0,2.0,2.0,31.0,0.0,2.0,2.0,22.0,0.0,2,1562.0,700.0,1712.0,Arbitrary,0.0,0.0,0.0,1.0,a,1.0,t,,0.0,,,Open,,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
champ,,J_03_030,https://www.youtube.com/embed/FIw04rb-Hp4?rel=0&controls=0&showinfo=0,5.4479999999999995,,0.746,,,,,,,,,,1.5,1.3359999999999999,-0.58,22.0,,,,,,,,,,,,,,,,,,,1,978.0,1138.0,1500.0,Arbitrary,,0.0,0.0,1.0,c,0.0,imrp,5,0.0,0.0,0.0,Open,NoContact,AsymmetricalDifferentHandshape,Straight,Hand,FingerTip,,1.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
champion,,G_01_81,https://www.youtube.com/embed/CNHcviN3aag?rel=0&controls=0&showinfo=0,5.815,,0.836,,,,,,,,,,1.742,1.85,-0.81,31.0,,3.029,Noun,,,,,,,,,,,,,,,,3,959.0,475.0,1070.0,Arbitrary,,0.0,0.0,1.0,curved_5,1.0,imrp,5,0.0,1.0,0.0,Open,NoContact,AsymmetricalDifferentHandshape,BackAndForth,Hand,FingerTip,HandAway,1.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
chance,chance,A_03_080,https://www.youtube.com/embed/VcK4npwUlbY?rel=0&controls=0&showinfo=0,4.208,1.933,0.098,24.0,4.0,4.2860000000000005,1.939,0.18100000000000002,14.0,6.67,,,1.381,2.153,-1.004,21.0,,4.09,Noun,300.3,1101.1,800.8,1267.94,704.0,47.0,4.0,1.0,1.0,31.0,-1.0,1.0,1.0,19.0,-1.0,2,1770.0,1063.0,2065.0,Arbitrary,1.0,0.0,0.0,1.0,c,0.0,imrp,5,0.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
change,,E_01_31,https://www.youtube.com/embed/v-WCiH1So5g?rel=0&controls=0&showinfo=0,6.371,,1.145,,,,,,,,,,3.2310000000000003,2.198,-0.052000000000000005,26.0,TO CHANGE,4.0889999999999995,Verb,,,,,,,,,,,,,,,,3,961.0,828.0,1268.0,Arbitrary,,0.0,0.0,1.0,bent_1,1.0,i,2,0.0,,,Closed,NoContact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
