EntryID,LemmaID,Code,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,Complexity,RightWristX,RightWristcentroidY,DistanceRightWristCentroid2Nose,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,Batch,Item,List,Neighborhood Density
backyard,,F_03_3,3.37,,-0.48700000000000004,,,,,,,,,,3.333,2.108,-0.159,33.0,,2.568,Noun,,,,,,,,,,,,,,,2,964.0,905.0,1322.0,Arbitrary,,0.0,1.0,2.0,a,1.0,t,,0.0,,,Open,,OneHanded,Straight,Body,BodyAway,BodyAway,0.0,,0.0,5,0.0,imrp,1,0.0,1.0,0.0,Open,NoContact,OneHanded,Circular,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,3,3,0
bacon,bacon,A_03_073,5.0,1.756,0.524,25.0,0.0,4.867,1.642,0.488,15.0,0.0,,,3.3810000000000002,2.153,-0.098,21.0,,2.681,Noun,1668.34,2335.67,667.33,661.0,5.0,0.0,3.0,1.0,31.0,0.0,3.0,1.0,19.0,0.0,2,1620.0,780.0,1798.0,Arbitrary,0.0,0.0,0.0,1.0,flat_v,1.0,im,4,0.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,73,3,0
bad,bad,B_02_082,5.5,1.285,0.563,24.0,0.0,5.571000000000001,1.3419999999999999,0.5429999999999999,14.0,0.0,,,1.567,2.045,-0.5710000000000001,30.0,,4.444,Adjective,433.77,800.8,367.03,897.0,64.0,8.0,1.0,1.0,31.0,-1.0,1.0,1.0,22.0,-1.0,2,1430.0,731.0,1606.0,Arbitrary,0.0,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,OneHanded,Curved,Head,Chin,HeadAway,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,82,2,0
badge_1,,F_03_96,2.25,,-1.161,,,,,,,,,,6.063,2.108,1.232,16.0,,2.892,Noun,,,,,,,,,,,,,,,0,959.0,713.0,1195.0,Both,,0.0,0.0,1.0,curved_l,1.0,i,5,0.0,,,Open,NoContact,SymmetricalOrAlternating,Straight,Body,Clavicle,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,96,3,0
bag,bag,A_01_064,5.452000000000001,1.261,0.741,31.0,0.0,5.888999999999999,1.183,0.995,18.0,0.0,,,5.73,2.048,1.254,37.0,,3.681,Noun,433.77,1201.2,767.43,867.0,30.0,12.0,4.0,2.0,31.0,0.0,4.0,2.0,19.0,0.0,1,1652.0,776.0,1825.0,Pantomimic,0.0,0.0,0.0,1.0,s,0.0,imrp,7,0.0,0.0,0.0,Closed,Contact,OneHanded,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,64,1,0
bake_1,bake_1,A_01_060,4.333,1.561,0.163,30.0,3.0,4.176,1.776,0.127,17.0,5.56,80.0,82.0,1.919,2.048,-0.591,37.0,,2.511,Verb,300.3,967.63,667.33,899.0,49.0,32.0,4.0,1.0,31.0,0.0,4.0,1.0,19.0,0.0,0,1368.0,1061.0,1731.0,Arbitrary,0.0,0.0,0.0,1.0,closed_b,0.0,imrp,1,0.0,0.0,0.0,Closed,NoContact,AsymmetricalSameHandshape,Straight,Hand,HandAway,HandAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,60,1,0
bake_2,bake_2,B_01_051,5.12,1.301,0.252,25.0,0.0,5.2860000000000005,1.541,0.348,14.0,0.0,,,2.259,2.016,-0.319,27.0,,2.511,Verb,1034.37,1534.87,500.5,860.0,16.0,12.0,4.0,2.0,31.0,1.0,4.0,2.0,22.0,1.0,0,1710.0,794.0,1885.0,Arbitrary,0.0,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,AsymmetricalSameHandshape,Straight,Hand,HandAway,HandAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,51,1,0
balance,balance,C_02_046,4.067,1.893,-0.105,30.0,0.0,4.167,2.176,-0.17300000000000001,18.0,0.0,,,5.63,2.025,1.389,27.0,,2.884,Noun,500.5,1301.3,800.8,781.0,62.0,3.0,4.0,2.0,30.0,1.0,4.0,2.0,21.0,0.0,1,1670.0,774.0,1841.0,Perceptual,0.0,0.0,0.0,1.0,flat_b,1.0,imrp,4,0.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,46,2,0
bald,,F_02_100,3.593,,-0.32,,,,,,,,,,4.1610000000000005,2.218,0.365,31.0,,2.696,Adjective,,,,,,,,,,,,,,,2,959.0,713.0,1195.0,,,0.0,0.0,1.0,open_8,1.0,m,5,0.0,,,Open,NoContact,OneHanded,Circular,Head,HeadAway,HeadAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,100,2,0
ball,ball,C_02_044,4.633,1.474,0.196,30.0,0.0,4.833,1.383,0.17300000000000001,18.0,0.0,,,5.37,2.025,1.2790000000000001,27.0,,3.7289999999999996,Noun,467.13,1067.73,600.6,779.0,85.0,8.0,6.0,1.0,30.0,2.0,6.0,1.0,21.0,2.0,0,1620.0,780.0,1798.0,Perceptual,0.0,0.0,0.0,1.0,curved_5,1.0,imrp,5,0.0,1.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,44,2,0
balloon,balloon,A_02_086,2.852,1.537,-0.545,27.0,0.0,2.846,1.676,-0.52,13.0,0.0,,,4.967,2.074,0.8909999999999999,30.0,,2.6460000000000004,Noun,834.17,1568.24,734.07,800.0,12.0,2.0,5.0,1.0,31.0,1.0,5.0,2.0,19.0,1.0,2,1770.0,1063.0,2065.0,Both,0.0,0.0,0.0,1.0,s,0.0,imrp,7,1.0,0.0,1.0,Closed,Contact,SymmetricalOrAlternating,Straight,Head,HeadAway,HeadAway,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,86,2,0
banana,banana,A_03_002,3.875,1.702,-0.059000000000000004,24.0,4.0,3.714,1.6369999999999998,-0.10800000000000001,14.0,6.67,,,5.381,2.153,0.838,21.0,,2.739,Noun,333.67,967.63,633.97,742.0,27.0,4.0,5.0,2.0,31.0,1.0,5.0,2.0,19.0,1.0,4,1430.0,731.0,1606.0,Both,0.0,0.0,0.0,1.0,flat_o,0.0,imrp,4,0.0,0.0,0.0,Open,Contact,AsymmetricalDifferentHandshape,Other,Hand,FingerRadial,FingerFront,1.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,2,3,0
band_aid_1,,F_02_20,2.864,,-0.85,,,,,,,,,,4.0969999999999995,2.218,0.336,31.0,,,Noun,,,,,,,,,,,,,,,3,966.0,945.0,1351.0,Both,,0.0,0.0,1.0,flat_v,1.0,im,4,0.0,0.0,0.0,Closed,NoContact,AsymmetricalDifferentHandshape,Straight,Hand,PalmBack,HandAway,1.0,C,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,20,2,0
bandage,,F_03_20,3.0,,-0.716,,,,,,,,,,5.091,2.108,0.67,33.0,,2.167,Noun,,,,,,,,,,,,,,,1,982.0,1351.0,1670.0,,1.0,0.0,0.0,1.0,closed_b,0.0,imrp,1,0.0,0.0,0.0,Closed,NoContact,AsymmetricalSameHandshape,Circular,Hand,HandAway,FingerBack,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,20,3,0
bandaid,,H_01_88,3.8930000000000002,,-0.10400000000000001,,,,,,,,,,4.12,1.922,-0.019,25.0,,,Noun,,,,,,,,,,,,,,,3,962.0,867.0,1295.0,Both,,0.0,0.0,1.0,h,1.0,im,1,0.0,0.0,0.0,Closed,NoContact,AsymmetricalDifferentHandshape,Curved,Hand,PalmBack,PalmBack,1.0,B,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,88,1,0
bank,bank,D_02_032,4.7410000000000005,1.5590000000000002,0.28600000000000003,27.0,0.0,4.765,1.715,0.252,17.0,0.0,,,1.161,2.166,-0.82,31.0,,3.637,Noun,667.33,1668.34,1001.0,923.0,44.0,12.0,1.0,1.0,26.0,-1.0,1.0,0.0,18.0,-1.0,0,1768.0,947.0,2005.0,Arbitrary,,1.0,0.0,4.0,closed_b,0.0,imrp,1,,0.0,,Closed,NoContact,OneHanded,BackAndForth,Neutral,Neutral,Neutral,0.0,,0.0,p,1.0,im,Stacked,,,,Open,Contact,,,,,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,Contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closed,,,,,,,,,,D,32,2,0
bar,bar,A_03_072,4.087,1.881,0.017,23.0,8.0,3.923,2.019,-0.011000000000000001,13.0,13.33,,,2.19,2.153,-0.624,21.0,,3.642,Noun,300.3,2002.0,1701.7,831.0,42.0,4.0,3.0,2.0,31.0,0.0,3.0,2.0,19.0,0.0,2,1713.0,799.0,1890.0,Arbitrary,0.0,0.0,0.0,1.0,a,1.0,t,,0.0,,,Open,,OneHanded,Straight,Head,Mouth,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,72,3,0
barely,,H_03_37,4.821000000000001,,0.441,,,,,,,,,,1.7919999999999998,1.56,-0.645,24.0,,,Adverb,,,,,,,,,,,,,,,0,962.0,640.0,1156.0,Arbitrary,,0.0,0.0,1.0,f,1.0,i,5,0.0,,,Open,Contact,OneHanded,Straight,Head,HeadTop,HeadAway,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,37,3,0
bark,,J_02_051,3.448,,-0.413,,,,,,,,,,2.667,1.685,-0.18600000000000003,24.0,to bark,,,,,,,,,,,,,,,,,2,955.0,315.0,1005.0,Arbitrary,,0.0,0.0,1.0,flatspread_4,1.0,imrp,4,0.0,1.0,0.0,Open,NoContact,SymmetricalOrAlternating,Curved,Neutral,Neutral,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,51,2,0
barrette_1,,G_01_101,2.577,,-0.919,,,,,,,,,,4.633,1.85,0.5710000000000001,30.0,,0.9540000000000001,Noun,,,,,,,,,,,,,,,2,984.0,1262.0,1600.0,,,0.0,0.0,1.0,flat_v,1.0,im,4,1.0,0.0,0.0,Open,Contact,OneHanded,None,Head,HeadTop,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,101,1,0
baseball,baseball,A_03_043,4.12,1.8330000000000002,0.084,25.0,0.0,3.9330000000000003,2.086,0.03,15.0,0.0,100.0,100.0,6.571000000000001,2.153,1.406,21.0,,3.11,Noun,433.77,1134.47,700.7,772.0,80.0,12.0,6.0,1.0,31.0,1.0,6.0,1.0,19.0,1.0,1,1398.0,871.0,1648.0,Pantomimic,0.0,0.0,0.0,1.0,s,0.0,imrp,7,0.0,0.0,0.0,Closed,Contact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,43,3,0
baseball_cap,,G_02_72,4.48,,0.105,,,,,,,,,,5.531000000000001,1.995,1.075,32.0,,,Noun,,,,,,,,,,,,,,,1,978.0,1138.0,1500.0,,,0.0,0.0,1.0,bent_1,1.0,i,2,0.0,,,Open,Contact,OneHanded,Straight,Head,HeadAway,HeadAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,72,2,0
basement,basement,C_01_034,2.867,1.889,-0.883,30.0,0.0,2.722,2.052,-1.069,18.0,0.0,,,3.167,1.921,0.141,30.0,,3.031,Noun,467.13,1134.47,667.33,656.0,8.0,2.0,3.0,1.0,30.0,0.0,3.0,1.0,21.0,0.0,4,1609.0,793.0,1793.0,Arbitrary,0.0,0.0,0.0,1.0,a,1.0,t,,0.0,,,Open,,AsymmetricalDifferentHandshape,Circular,Hand,HandAway,HandAway,0.0,B,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,34,1,0
basic,,E_01_101,4.771,,0.254,,,,,,,,,,1.808,2.198,-0.687,26.0,,2.9,Adjective,,,,,,,,,,,,,,,1,964.0,905.0,1322.0,Arbitrary,,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,AsymmetricalSameHandshape,Circular,Hand,HandAway,HandAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,101,1,0
basket_1,,G_03_70,2.833,,-0.6990000000000001,,,,,,,,,,1.55,2.021,-0.775,20.0,,2.8280000000000003,Noun,,,,,,,,,,,,,,,2,960.0,788.0,1242.0,Arbitrary,,0.0,0.0,1.0,closed_b,0.0,imrp,1,0.0,0.0,0.0,Closed,NoContact,OneHanded,Curved,Arm,ForearmUlnar,ElbowBack,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,70,3,0
basket_2,,E_01_60,4.471,,0.08800000000000001,,,,,,,,,,4.04,2.198,0.273,25.0,,2.8280000000000003,Noun,,,,,,,,,,,,,,,2,966.0,945.0,1351.0,,,0.0,0.0,1.0,curved_5,1.0,imrp,5,0.0,1.0,0.0,Open,NoContact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,60,1,0
basketball,basketball,A_03_045,5.04,1.814,0.565,25.0,0.0,5.0,1.89,0.589,15.0,0.0,,,3.3810000000000002,2.153,-0.08900000000000001,21.0,,3.0380000000000003,Noun,400.4,900.9,500.5,746.0,41.0,6.0,4.0,2.0,31.0,0.0,3.0,2.0,19.0,0.0,0,1387.0,936.0,1674.0,Arbitrary,0.0,0.0,0.0,1.0,curved_5,1.0,imrp,5,0.0,1.0,0.0,Open,NoContact,SymmetricalOrAlternating,None,Neutral,Neutral,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,45,3,0
basketball_2,,H_02_4,2.4290000000000003,,-1.217,,,,,,,,,,5.303999999999999,1.608,0.943,24.0,basketball,,Noun,,,,,,,,,,,,,,,1,963.0,591.0,1130.0,Pantomimic,,0.0,0.0,1.0,flatspread_4,1.0,imrp,4,0.0,1.0,0.0,Open,NoContact,OneHanded,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,4,2,0
baster_1,,G_03_53,2.786,,-0.79,,,,,,,,,,2.714,2.021,-0.20600000000000002,21.0,TO USE A TURKEY BASTER,1.114,Verb,,,,,,,,,,,,,,,1,964.0,905.0,1322.0,Arbitrary,,0.0,0.0,1.0,flat_o,0.0,imrp,4,1.0,0.0,0.0,Open,Contact,OneHanded,None,Neutral,Neutral,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,53,3,0
bat_1,,F_03_43,2.435,,-1.03,,,,,,,,,,3.406,2.108,-0.109,32.0,BAT (ANIMAL),3.022,Noun,,,,,,,,,,,,,,,0,966.0,945.0,1351.0,Arbitrary,,0.0,0.0,1.0,1,0.0,i,1,1.0,,,Closed,NoContact,SymmetricalOrAlternating,None,Body,TorsoTop,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,43,3,0
bat_2,,E_01_21,4.629,,0.19,,,,,,,,,,6.615,2.198,1.5130000000000001,26.0,BAT (BASEBALL),3.022,Noun,,,,,,,,,,,,,,,1,966.0,945.0,1351.0,,,0.0,0.0,1.0,s,0.0,imrp,7,0.0,0.0,0.0,Closed,Contact,SymmetricalOrAlternating,Straight,Neutral,Neutral,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,21,1,0
bat_3,,F_02_28,3.7310000000000003,,-0.29100000000000004,,,,,,,,,,7.0,2.218,1.683,30.0,BASEBALL BAT,3.022,Verb,,,,,,,,,,,,,,,3,959.0,749.0,1217.0,,,0.0,0.0,1.0,s,0.0,imrp,7,0.0,0.0,0.0,Closed,Contact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,28,2,0
bath,bath,B_01_019,4.92,1.754,0.161,25.0,0.0,5.143,2.1430000000000002,0.287,14.0,0.0,,,2.0,2.016,-0.433,27.0,,3.201,Noun,433.77,1034.37,600.6,814.0,23.0,2.0,4.0,2.0,31.0,0.0,4.0,1.0,22.0,0.0,2,1579.0,766.0,1754.0,Arbitrary,0.0,0.0,0.0,1.0,a,1.0,t,,0.0,,,Open,,SymmetricalOrAlternating,Straight,Body,TorsoTop,TorsoTop,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,19,1,0
bathroom,bathroom,A_02_051,6.556,0.847,1.486,27.0,0.0,6.615,0.768,1.4880000000000002,13.0,0.0,,,1.3,2.074,-0.809,30.0,,3.498,Noun,400.4,734.07,333.67,786.0,3.0,1.0,1.0,1.0,31.0,-1.0,1.0,1.0,19.0,-1.0,0,1361.0,1187.0,1806.0,Arbitrary,0.0,0.0,0.0,1.0,f,1.0,i,5,0.0,,,Open,NoContact,OneHanded,None,Neutral,Neutral,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,51,2,0
battery,battery,D_02_089,5.148,1.0270000000000001,0.562,27.0,0.0,5.235,0.97,0.5539999999999999,17.0,0.0,,,1.8,2.166,-0.528,30.0,,2.802,Noun,567.23,1601.6,1034.37,765.0,27.0,8.0,2.0,1.0,26.0,-1.0,2.0,1.0,18.0,-1.0,1,1746.0,813.0,1926.0,Arbitrary,0.0,0.0,0.0,1.0,bent_1,1.0,i,2,0.0,,,Closed,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,89,2,0
beach,,G_02_29,3.846,,-0.223,,,,,,,,,,3.313,1.995,-0.045,32.0,,3.4610000000000003,Noun,,,,,,,,,,,,,,,5,984.0,1310.0,1638.0,Arbitrary,,0.0,0.0,1.0,flat_o,0.0,imrp,4,1.0,0.0,1.0,Open,Contact,AsymmetricalDifferentHandshape,BackAndForth,Hand,PalmBack,HandAway,1.0,B,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,29,2,0
beak,,G_03_48,1.8419999999999999,,-1.3119999999999998,,,,,,,,,,4.381,2.021,0.508,21.0,,2.033,Noun,,,,,,,,,,,,,,,2,963.0,591.0,1130.0,,,0.0,0.0,1.0,curved_l,1.0,i,5,0.0,,,Open,NoContact,OneHanded,Curved,Head,CheekNose,HeadAway,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,48,3,0
beanie,,E_03_91,3.115,,-0.669,,,,,,,,,,5.438,2.0180000000000002,1.1059999999999999,16.0,,1.8980000000000001,Verb,,,,,,,,,,,,,,,1,980.0,1173.0,1529.0,,,0.0,0.0,1.0,open_e,1.0,imrp,2,1.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Head,Other,Other,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,91,3,0
beans,,E_02_69,2.806,,-0.8320000000000001,,,,,,,,,,2.0,2.052,-0.748,29.0,,2.8680000000000003,Noun,,,,,,,,,,,,,,,2,962.0,867.0,1295.0,Arbitrary,,0.0,0.0,1.0,g,0.0,i,4,0.0,,,Open,Contact,AsymmetricalDifferentHandshape,Straight,Hand,FingerRadial,FingerRadial,1.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,69,2,0
