EntryID,Participant,SignFrequencyRating(Raw),SignFrequency(ParticipantZ),ParticipantMeanFrequencyRating,ParticipantFrequencySD,Gender,ASLstatus,Age,UnknownSign,TechnicalDifficultyTrial,RepeatedTrial,ExcludedTrial
east,1324D,3,-0.414,3.746,1.802,Male,Native,31,0,0,0,0
east,1352D,7,1.266,4.327,2.111,Female,Native,39,0,0,0,0
east,1545D,5,0.746,3.742,1.686,Female,Native,20,0,0,0,0
east,1607D,5,0.234,4.591,1.749,Male,Early,55,0,0,0,0
east,1619D,3,-0.55,3.889,1.615,Female,Early,31,0,0,0,0
east,1621D,3,-0.915,4.534,1.676,Female,Early,31,0,0,0,0
east,1638D,3,-0.349,3.607,1.736,Female,Early,28,0,0,0,0
east,1639D,2,-1.212,4.142,1.767,Female,Early,28,0,0,0,0
east,1692D,4,-0.39,4.846,2.17,Female,Native,32,0,0,0,0
east,1721D,5,1.178,3.272,1.467,Male,Early,24,0,0,0,0
east,1729D,4,-0.296,4.542,1.829,Female,Native,46,0,0,0,0
east,1738D,5,0.478,4.075,1.937,Female,Native,22,0,0,0,0
east,1741D,2,-0.686,3.374,2.002,Female,Early,32,0,0,0,0
east,1742D,6,0.614,4.891,1.808,Female,Native,55,0,0,0,0
east,1745D,7,0.862,5.978,1.186,Female,Early,59,0,0,0,0
east,1746D,4,0.05,3.924,1.52,Female,Early,55,0,0,0,0
east,1748D,2,-0.655,3.226,1.871,Female,Early,56,0,0,0,0
east,1751D,4,-0.048,4.104,2.18,Female,Native,51,0,0,0,0
east,1762D,5,0.512,4.007,1.939,Female,Native,51,0,0,0,0
east,1773D,4,0.18,3.733,1.482,Female,Native,22,0,0,0,0
easy,0064D,7,1.557,4.131,1.843,Male,Native,35,0,0,0,0
easy,0129D,6,1,4.09,1.91,Female,Native,30,0,0,0,0
easy,0283D,3,-0.923,4.829,1.982,Female,Native,38,0,0,0,0
easy,0735D,6,0.656,4.802,1.827,Female,Early,57,0,0,0,0
easy,0804D,6,1.236,4.509,1.206,Male,Native,31,0,0,0,0
easy,1120D,5,0.655,3.867,1.729,Female,Native,32,0,0,0,0
easy,1121D,5,1.029,3.446,1.51,Male,Native,34,0,0,0,0
easy,1324D,6,1.251,3.746,1.802,Male,Native,31,0,0,0,0
easy,1352D,6,0.793,4.327,2.111,Female,Native,39,0,0,0,0
easy,1545D,5,0.746,3.742,1.686,Female,Native,20,0,0,0,0
easy,1607D,7,1.377,4.591,1.749,Male,Early,55,0,0,0,0
easy,1619D,5,0.688,3.889,1.615,Female,Early,31,0,0,0,0
easy,1621D,6,0.875,4.534,1.676,Female,Early,31,0,0,0,0
easy,1638D,5,0.803,3.607,1.736,Female,Early,28,0,0,0,0
easy,1639D,4,-0.08,4.142,1.767,Female,Early,28,0,0,0,0
easy,1692D,6,0.532,4.846,2.17,Female,Native,32,0,0,0,0
easy,1721D,4,0.497,3.272,1.467,Male,Early,24,0,0,0,0
easy,1729D,3,-0.843,4.542,1.829,Female,Native,46,0,0,0,0
easy,1738D,7,1.51,4.075,1.937,Female,Native,22,0,0,0,0
easy,1741D,7,1.811,3.374,2.002,Female,Early,32,0,0,0,0
easy,1742D,7,1.167,4.891,1.808,Female,Native,55,0,0,0,0
easy,1745D,7,0.862,5.978,1.186,Female,Early,59,0,0,0,0
easy,1746D,5,0.708,3.924,1.52,Female,Early,55,0,0,0,0
easy,1748D,5,0.948,3.226,1.871,Female,Early,56,0,0,0,0
easy,1751D,7,1.329,4.104,2.18,Female,Native,51,0,0,0,0
easy,1762D,7,1.543,4.007,1.939,Female,Native,51,0,0,0,0
easy,1773D,5,0.855,3.733,1.482,Female,Native,22,0,0,0,0
eat_1,0064D,7,1.464,4.583,1.652,Male,Native,35,0,0,0,0
eat_1,0129D,7,1.644,4.226,1.687,Female,Native,29,0,0,0,0
eat_1,0283D,7,1.367,4.537,1.802,Female,Native,37,0,0,0,0
eat_1,0646D,7,0.729,6.282,0.986,Male,Early,37,0,0,0,0
eat_1,1120D,7,1.621,4.243,1.701,Female,Native,32,0,0,0,0
eat_1,1121D,7,1.664,4.015,1.793,Male,Native,33,0,0,0,0
eat_1,1124D,7,1.486,4.45,1.717,Female,Native,28,0,0,0,0
eat_1,1180D,7,1.03,5.157,1.79,Female,Early,30,0,0,0,0
eat_1,1193D,7,1.544,4.883,1.371,Female,Early,31,0,0,0,0
eat_1,1324D,7,1.835,3.599,1.854,Male,Native,31,0,0,0,0
eat_1,1619D,7,2.372,3.183,1.609,Female,Early,30,0,0,0,0
eat_1,1621D,7,1.167,4.899,1.8,Female,Early,31,0,0,0,0
eat_1,1625D,7,1.112,4.949,1.844,Female,Native,28,0,0,0,0
eat_1,1626D,7,0.746,6.007,1.33,Male,Early,30,0,0,0,0
eat_1,1631D,7,1.464,4.436,1.751,Female,Early,28,0,0,0,0
eat_1,1636D,7,1.213,4.83,1.789,Male,Native,27,0,0,0,0
eat_1,1638D,7,1.609,4.159,1.766,Female,Early,27,0,0,0,0
eat_1,1639D,6,1.576,4.019,1.257,Female,Early,28,0,0,0,0
eat_1,1692D,7,1.062,5.253,1.645,Female,Native,32,0,0,0,0
eat_1,1714D,4,-0.381,4.567,1.489,Male,Native,24,0,0,0,0
eat_1,1721D,7,2.193,3.954,1.389,Male,Early,24,0,0,0,0
eat_1,1725D,7,2.177,4.21,1.281,Male,Early,24,0,0,0,0
eat_1,1728D,7,0.907,5.919,1.193,Male,Native,52,0,0,0,0
eat_1,1729D,7,1.025,5.377,1.583,Female,Native,45,0,0,0,0
eat_1,1734D,7,1.249,4.743,1.806,Female,Native,42,0,0,0,0
eat_2,0064D,7,1.464,4.583,1.652,Male,Native,35,0,0,0,0
eat_2,0129D,7,1.644,4.226,1.687,Female,Native,29,0,0,0,0
eat_2,0283D,7,1.367,4.537,1.802,Female,Native,37,0,0,0,0
eat_2,0646D,7,0.729,6.282,0.986,Male,Early,37,0,0,0,0
eat_2,1120D,7,1.621,4.243,1.701,Female,Native,32,0,0,0,0
eat_2,1121D,7,1.664,4.015,1.793,Male,Native,33,0,0,0,0
eat_2,1124D,7,1.486,4.45,1.717,Female,Native,28,0,0,0,0
eat_2,1180D,7,1.03,5.157,1.79,Female,Early,30,0,0,0,0
eat_2,1193D,7,1.544,4.883,1.371,Female,Early,31,0,0,0,0
eat_2,1324D,7,1.835,3.599,1.854,Male,Native,31,0,0,0,0
eat_2,1619D,6,1.751,3.183,1.609,Female,Early,30,0,0,0,0
eat_2,1621D,7,1.167,4.899,1.8,Female,Early,31,0,0,0,0
eat_2,1625D,7,1.112,4.949,1.844,Female,Native,28,0,0,0,0
eat_2,1626D,7,0.746,6.007,1.33,Male,Early,30,0,0,0,0
eat_2,1631D,7,1.464,4.436,1.751,Female,Early,28,0,0,0,0
eat_2,1636D,7,1.213,4.83,1.789,Male,Native,27,0,0,0,0
eat_2,1638D,6,1.042,4.159,1.766,Female,Early,27,0,0,0,0
eat_2,1639D,6,1.576,4.019,1.257,Female,Early,28,0,0,0,0
eat_2,1692D,7,1.062,5.253,1.645,Female,Native,32,0,0,0,0
eat_2,1714D,6,0.963,4.567,1.489,Male,Native,24,0,0,0,0
eat_2,1721D,6,1.473,3.954,1.389,Male,Early,24,0,0,0,0
eat_2,1725D,5,0.617,4.21,1.281,Male,Early,24,0,0,0,0
eat_2,1728D,7,0.907,5.919,1.193,Male,Native,52,0,0,0,0
eat_2,1729D,6,0.394,5.377,1.583,Female,Native,45,0,0,0,0
eat_2,1734D,7,1.249,4.743,1.806,Female,Native,42,0,0,0,0
egg,0001D,2,-0.508,3.033,2.036,Female,Early,36,0,0,0,0
egg,0064D,6,1.28,3.876,1.659,Male,Native,34,0,0,0,0
egg,0129D,7,1.733,3.56,1.985,Female,Native,29,0,0,0,0
egg,0283D,5,0.948,3.172,1.928,Female,Native,36,0,0,0,0
egg,0646D,7,0.907,5.556,1.593,Male,Early,36,0,0,0,0
egg,1003D,5,0.823,3.312,2.05,Male,Native,29,0,0,0,0
egg,1120D,4,0.424,3.159,1.983,Female,Native,31,0,0,0,0
egg,1121D,7,1.758,3.456,2.016,Male,Native,32,0,0,0,0
egg,1122D,7,1.12,5.1,1.696,Female,Native,25,0,0,0,0
egg,1124D,4,0.041,3.922,1.892,Female,Native,28,0,0,0,0
egg,1180D,7,1.204,4.472,2.1,Female,Early,29,0,0,0,0
egg,1553D,5,1.029,3.132,1.815,Male,Native,25,0,0,0,0
egg,1606D,7,0.601,5.967,1.719,Male,Early,18,0,0,0,0
egg,1613D,2,-0.61,3.108,1.817,Female,Early,31,0,0,0,0
egg,1614D,5,0.859,3.632,1.593,Male,Native,22,0,0,0,0
egg,1616D,4,-0.157,4.265,1.691,Female,Early,26,0,0,0,0
egg,1619D,5,1.042,3.112,1.811,Female,Early,30,0,0,0,0
egg,1620D,6,0.561,4.848,2.054,Male,Native,30,0,0,0,0
egg,1625D,6,0.933,4.12,2.014,Female,Native,28,0,0,0,0
egg,1627D,7,1.165,5.188,1.555,Male,Native,29,0,0,0,0
egg,1630D,6,0.909,4.164,2.02,Female,Early,24,0,0,0,0
egg,1631D,7,1.534,4.192,1.831,Female,Early,28,0,0,0,0
egg,1636D,5,0.459,4.084,1.997,Male,Native,26,0,0,0,0
egg,1638D,4,0.438,3.184,1.864,Female,Early,27,0,0,0,0
egg,1649D,6,0.81,4.182,2.244,Female,Native,58,0,0,0,0
ego,0064D,,,4.131,1.843,Male,Native,35,1,0,0,0
ego,0129D,,,4.09,1.91,Female,Native,30,1,0,0,0
ego,0283D,,,4.829,1.982,Female,Native,38,1,0,0,0
ego,0735D,5,0.108,4.802,1.827,Female,Early,57,0,0,0,0
ego,0804D,3,-1.251,4.509,1.206,Male,Native,31,0,0,0,0
ego,1120D,5,0.655,3.867,1.729,Female,Native,32,0,0,0,0
ego,1121D,3,-0.295,3.446,1.51,Male,Native,34,0,0,0,0
ego,1324D,1,-1.524,3.746,1.802,Male,Native,31,0,0,0,0
ego,1352D,2,-1.103,4.327,2.111,Female,Native,39,0,0,0,0
ego,1545D,,,3.742,1.686,Female,Native,20,1,0,0,0
ego,1607D,1,-2.053,4.591,1.749,Male,Early,55,0,0,0,0
ego,1619D,1,-1.788,3.889,1.615,Female,Early,31,0,0,0,0
ego,1621D,4,-0.318,4.534,1.676,Female,Early,31,0,0,0,0
ego,1638D,1,-1.502,3.607,1.736,Female,Early,28,0,0,0,0
ego,1639D,3,-0.646,4.142,1.767,Female,Early,28,0,0,0,0
ego,1692D,1,-1.772,4.846,2.17,Female,Native,32,0,0,0,0
ego,1721D,1,-1.549,3.272,1.467,Male,Early,24,0,0,0,0
ego,1729D,3,-0.843,4.542,1.829,Female,Native,46,0,0,0,0
ego,1738D,1,-1.588,4.075,1.937,Female,Native,22,0,0,0,0
ego,1741D,,,3.374,2.002,Female,Early,32,1,0,0,0
ego,1742D,,,4.891,1.808,Female,Native,55,1,0,0,0
ego,1745D,,,5.978,1.186,Female,Early,59,1,0,0,0
ego,1746D,2,-1.266,3.924,1.52,Female,Early,55,0,0,0,0
ego,1748D,1,-1.189,3.226,1.871,Female,Early,56,0,0,0,0
ego,1751D,1,-1.424,4.104,2.18,Female,Native,51,0,0,0,0
ego,1762D,4,-0.004,4.007,1.939,Female,Native,51,0,0,0,0
ego,1773D,1,-1.844,3.733,1.482,Female,Native,22,0,0,0,0
egypt,0063D,2,-1.199,4.388,1.992,Female,Native,59,0,0,0,0
egypt,0064D,1,-2.023,4.384,1.672,Male,Native,35,0,0,0,0
egypt,0129D,1,-1.508,3.875,1.906,Female,Native,30,0,0,0,0
egypt,0283D,4,-0.768,5.481,1.93,Female,Native,37,0,0,0,0
egypt,0804D,3,-1.362,4.685,1.238,Male,Native,31,0,0,0,0
egypt,1120D,2,-1.554,4.519,1.621,Female,Native,32,0,0,0,0
egypt,1121D,1,-1.497,3.557,1.708,Male,Native,33,0,0,0,0
egypt,1193D,3,-1.214,4.729,1.424,Female,Early,31,0,0,0,0
egypt,1270D,3,-1.072,3.818,0.763,Male,Early,46,0,0,0,0
egypt,1324D,3,-0.609,4.107,1.819,Male,Native,31,0,0,0,0
egypt,1545D,5,0.552,4.068,1.69,Female,Native,20,0,0,0,0
egypt,1549D,1,-2.225,4.304,1.484,Male,Native,25,0,0,0,0
egypt,1607D,1,-1.812,4.387,1.869,Male,Early,54,0,0,0,0
egypt,1619D,1,-1.618,3.767,1.71,Female,Early,31,0,0,0,0
egypt,1621D,1,-2.182,4.843,1.761,Female,Early,31,0,0,0,0
egypt,1638D,1,-1.707,4.083,1.806,Female,Early,28,0,0,0,0
egypt,1639D,,,3.958,1.343,Female,Early,28,1,0,0,0
egypt,1692D,4,-0.356,4.668,1.875,Female,Native,32,0,0,0,0
egypt,1714D,4,-0.438,4.647,1.476,Male,Native,25,0,0,0,0
egypt,1721D,2,-0.95,3.549,1.629,Male,Early,24,0,0,0,0
egypt,1728D,3,-1.101,4.379,1.253,Male,Native,53,0,0,0,0
egypt,1729D,1,-1.549,4.045,1.965,Female,Native,46,0,0,0,0
egypt,1734D,2,-1.612,4.851,1.769,Female,Native,42,0,0,0,0
egypt,1741D,1,-1.334,3.651,1.986,Female,Early,33,0,0,0,0
egypt,1742D,5,-0.17,5.32,1.876,Female,Native,54,0,0,0,0
egypt,1745D,7,0.892,5.506,1.676,Female,Early,59,0,0,0,0
egypt,1746D,1,-1.413,3.389,1.691,Female,Early,55,0,0,0,0
egypt,1748D,1,-1.195,3.468,2.066,Female,Early,56,0,0,0,0
egypt,1751D,1,-1.58,4.53,2.234,Female,Native,50,0,0,0,0
egypt,1752D,1,-3.082,5.688,1.521,Female,Native,42,0,0,0,0
electrician,0064D,3,-0.528,3.876,1.659,Male,Native,34,0,0,0,0
electrician,0129D,1,-1.289,3.56,1.985,Female,Native,29,0,0,0,0
electrician,0283D,2,-0.608,3.172,1.928,Female,Native,36,0,0,0,0
electrician,0537D,3,-0.56,4.176,2.102,Female,Native,26,0,0,0,0
electrician,0646D,7,0.907,5.556,1.593,Male,Early,36,0,0,0,0
electrician,1120D,6,1.433,3.159,1.983,Female,Native,31,0,0,0,0
electrician,1121D,2,-0.722,3.456,2.016,Male,Native,32,0,0,0,0
electrician,1180D,4,-0.225,4.472,2.1,Female,Early,29,0,0,0,0
electrician,1212D,2,-0.532,2.889,1.672,Female,Early,38,0,0,0,0
electrician,1312D,1,-2.056,4.212,1.562,Male,Early,33,0,0,0,0
electrician,1553D,3,-0.073,3.132,1.815,Male,Native,25,0,0,0,0
electrician,1613D,2,-0.61,3.108,1.817,Female,Early,31,0,0,0,0
electrician,1614D,2,-1.024,3.632,1.593,Male,Native,22,0,0,0,0
electrician,1615D,3,-0.296,3.594,2.007,Female,Early,28,0,0,0,0
electrician,1616D,6,1.026,4.265,1.691,Female,Early,26,0,0,0,0
electrician,1618D,3,-1.252,4.911,1.526,Male,Early,23,0,0,0,0
electrician,1619D,2,-0.614,3.112,1.811,Female,Early,30,0,0,0,0
electrician,1620D,7,1.048,4.848,2.054,Male,Native,30,0,0,0,0
electrician,1624D,2,-0.806,3.322,1.641,Female,Native,26,0,0,0,0
electrician,1625D,4,-0.06,4.12,2.014,Female,Native,28,0,0,0,0
electrician,1627D,5,-0.121,5.188,1.555,Male,Native,29,0,0,0,0
electrician,1630D,1,-1.566,4.164,2.02,Female,Early,24,0,0,0,0
electrician,1631D,4,-0.105,4.192,1.831,Female,Early,28,0,0,0,0
electrician,1636D,2,-1.043,4.084,1.997,Male,Native,26,0,0,0,0
electrician,1638D,3,-0.099,3.184,1.864,Female,Early,27,0,0,0,0
electrician,1639D,4,-0.187,4.311,1.667,Female,Early,27,0,0,0,0
electrician,1646D,1,-0.792,2.333,1.683,Female,Early,25,0,0,0,0
elegance,0064D,6,1.015,4.131,1.843,Male,Native,35,0,0,0,0
elegance,0129D,3,-0.571,4.09,1.91,Female,Native,30,0,0,0,0
elegance,0283D,7,1.095,4.829,1.982,Female,Native,38,0,0,0,0
elegance,0804D,5,0.407,4.509,1.206,Male,Native,31,0,0,0,0
elegance,1120D,4,0.077,3.867,1.729,Female,Native,32,0,0,0,0
elegance,1121D,3,-0.295,3.446,1.51,Male,Native,34,0,0,0,0
elegance,1324D,5,0.696,3.746,1.802,Male,Native,31,0,0,0,0
elegance,1352D,4,-0.155,4.327,2.111,Female,Native,39,0,0,0,0
elegance,1545D,3,-0.44,3.742,1.686,Female,Native,20,0,0,0,0
elegance,1607D,5,0.234,4.591,1.749,Male,Early,55,0,0,0,0
elegance,1619D,3,-0.55,3.889,1.615,Female,Early,31,0,0,0,0
elegance,1621D,6,0.875,4.534,1.676,Female,Early,31,0,0,0,0
elegance,1638D,3,-0.349,3.607,1.736,Female,Early,28,0,0,0,0
elegance,1639D,3,-0.646,4.142,1.767,Female,Early,28,0,0,0,0
elegance,1692D,6,0.532,4.846,2.17,Female,Native,32,0,0,0,0
elegance,1721D,4,0.497,3.272,1.467,Male,Early,24,0,0,0,0
elegance,1729D,5,0.251,4.542,1.829,Female,Native,46,0,0,0,0
elegance,1738D,2,-1.071,4.075,1.937,Female,Native,22,0,0,0,0
elegance,1741D,3,-0.187,3.374,2.002,Female,Early,32,0,0,0,0
elegance,1742D,5,0.06,4.891,1.808,Female,Native,55,0,0,0,0
elegance,1745D,6,0.019,5.978,1.186,Female,Early,59,0,0,0,0
elegance,1746D,4,0.05,3.924,1.52,Female,Early,55,0,0,0,0
elegance,1748D,4,0.414,3.226,1.871,Female,Early,56,0,0,0,0
elegance,1751D,4,-0.048,4.104,2.18,Female,Native,51,0,0,0,0
elegance,1762D,3,-0.519,4.007,1.939,Female,Native,51,0,0,0,0
elegance,1773D,4,0.18,3.733,1.482,Female,Native,22,0,0,0,0
elephant,0064D,3,-0.528,3.876,1.659,Male,Native,34,0,0,0,0
elephant,0129D,2,-0.786,3.56,1.985,Female,Native,29,0,0,0,0
elephant,0283D,2,-0.608,3.172,1.928,Female,Native,36,0,0,0,0
elephant,0537D,5,0.392,4.176,2.102,Female,Native,26,0,0,0,0
elephant,0646D,7,0.907,5.556,1.593,Male,Early,36,0,0,0,0
elephant,1120D,2,-0.584,3.159,1.983,Female,Native,31,0,0,0,0
elephant,1121D,2,-0.722,3.456,2.016,Male,Native,32,0,0,0,0
elephant,1180D,3,-0.701,4.472,2.1,Female,Early,29,0,0,0,0
elephant,1212D,1,-1.13,2.889,1.672,Female,Early,38,0,0,0,0
elephant,1312D,3,-0.776,4.212,1.562,Male,Early,33,0,0,0,0
elephant,1553D,1,-1.174,3.132,1.815,Male,Native,25,0,0,0,0
elephant,1613D,3,-0.059,3.108,1.817,Female,Early,31,0,0,0,0
elephant,1614D,2,-1.024,3.632,1.593,Male,Native,22,0,0,0,0
elephant,1615D,2,-0.794,3.594,2.007,Female,Early,28,0,0,0,0
elephant,1616D,3,-0.748,4.265,1.691,Female,Early,26,0,0,0,0
elephant,1618D,5,0.058,4.911,1.526,Male,Early,23,0,0,0,0
elephant,1619D,6,1.594,3.112,1.811,Female,Early,30,0,0,0,0
elephant,1620D,2,-1.387,4.848,2.054,Male,Native,30,0,0,0,0
elephant,1624D,2,-0.806,3.322,1.641,Female,Native,26,0,0,0,0
elephant,1625D,5,0.437,4.12,2.014,Female,Native,28,0,0,0,0
elephant,1627D,6,0.522,5.188,1.555,Male,Native,29,0,0,0,0
elephant,1630D,6,0.909,4.164,2.02,Female,Early,24,0,0,0,0
elephant,1631D,3,-0.651,4.192,1.831,Female,Early,28,0,0,0,0
elephant,1636D,3,-0.543,4.084,1.997,Male,Native,26,0,0,0,0
elephant,1638D,2,-0.635,3.184,1.864,Female,Early,27,0,0,0,0
elephant,1639D,6,1.013,4.311,1.667,Female,Early,27,0,0,0,0
elephant,1646D,1,-0.792,2.333,1.683,Female,Early,25,0,0,0,0
embarrass,0063D,6,0.809,4.388,1.992,Female,Native,59,0,0,0,0
embarrass,0064D,2,-1.425,4.384,1.672,Male,Native,35,0,0,0,0
embarrass,0129D,2,-0.983,3.875,1.906,Female,Native,30,0,0,0,0
embarrass,0283D,7,0.787,5.481,1.93,Female,Native,37,0,0,0,0
embarrass,0804D,4,-0.554,4.685,1.238,Male,Native,31,0,0,0,0
embarrass,1120D,3,-0.937,4.519,1.621,Female,Native,32,0,0,0,0
embarrass,1121D,3,-0.326,3.557,1.708,Male,Native,33,0,0,0,0
embarrass,1193D,4,-0.512,4.729,1.424,Female,Early,31,0,0,0,0
embarrass,1270D,4,0.239,3.818,0.763,Male,Early,46,0,0,0,0
embarrass,1324D,4,-0.059,4.107,1.819,Male,Native,31,0,0,0,0
embarrass,1545D,5,0.552,4.068,1.69,Female,Native,20,0,0,0,0
embarrass,1549D,4,-0.205,4.304,1.484,Male,Native,25,0,0,0,0
embarrass,1607D,4,-0.207,4.387,1.869,Male,Early,54,0,0,0,0
embarrass,1619D,1,-1.618,3.767,1.71,Female,Early,31,0,0,0,0
embarrass,1621D,4,-0.479,4.843,1.761,Female,Early,31,0,0,0,0
embarrass,1638D,2,-1.153,4.083,1.806,Female,Early,28,0,0,0,0
embarrass,1639D,4,0.031,3.958,1.343,Female,Early,28,0,0,0,0
embarrass,1692D,4,-0.356,4.668,1.875,Female,Native,32,0,0,0,0
embarrass,1714D,6,0.917,4.647,1.476,Male,Native,25,0,0,0,0
embarrass,1721D,4,0.277,3.549,1.629,Male,Early,24,0,0,0,0
embarrass,1728D,4,-0.303,4.379,1.253,Male,Native,53,0,0,0,0
embarrass,1729D,3,-0.532,4.045,1.965,Female,Native,46,0,0,0,0
embarrass,1734D,3,-1.046,4.851,1.769,Female,Native,42,0,0,0,0
embarrass,1741D,2,-0.831,3.651,1.986,Female,Early,33,0,0,0,0
embarrass,1742D,2,-1.77,5.32,1.876,Female,Native,54,0,0,0,0
embarrass,1745D,4,-0.899,5.506,1.676,Female,Early,59,0,0,0,0
embarrass,1746D,2,-0.821,3.389,1.691,Female,Early,55,0,0,0,0
embarrass,1748D,4,0.257,3.468,2.066,Female,Early,56,0,0,0,0
embarrass,1751D,4,-0.237,4.53,2.234,Female,Native,50,0,0,0,0
embarrass,1752D,6,0.205,5.688,1.521,Female,Native,42,0,0,0,0
emotion,0064D,5,0.253,4.583,1.652,Male,Native,35,0,0,0,0
emotion,0129D,3,-0.727,4.226,1.687,Female,Native,29,0,0,0,0
emotion,0283D,4,-0.298,4.537,1.802,Female,Native,37,0,0,0,0
emotion,0646D,7,0.729,6.282,0.986,Male,Early,37,0,0,0,0
emotion,1120D,5,0.445,4.243,1.701,Female,Native,32,0,0,0,0
emotion,1121D,2,-1.124,4.015,1.793,Male,Native,33,0,0,0,0
emotion,1124D,4,-0.262,4.45,1.717,Female,Native,28,0,0,0,0
emotion,1180D,6,0.471,5.157,1.79,Female,Early,30,0,0,0,0
emotion,1193D,5,0.085,4.883,1.371,Female,Early,31,0,0,0,0
emotion,1324D,2,-0.862,3.599,1.854,Male,Native,31,0,0,0,0
emotion,1619D,3,-0.114,3.183,1.609,Female,Early,30,0,0,0,0
emotion,1621D,7,1.167,4.899,1.8,Female,Early,31,0,0,0,0
emotion,1625D,6,0.57,4.949,1.844,Female,Native,28,0,0,0,0
emotion,1626D,7,0.746,6.007,1.33,Male,Early,30,0,0,0,0
emotion,1631D,7,1.464,4.436,1.751,Female,Early,28,0,0,0,0
emotion,1636D,7,1.213,4.83,1.789,Male,Native,27,0,0,0,0
emotion,1638D,6,1.042,4.159,1.766,Female,Early,27,0,0,0,0
emotion,1639D,5,0.78,4.019,1.257,Female,Early,28,0,0,0,0
emotion,1692D,6,0.454,5.253,1.645,Female,Native,32,0,0,0,0
emotion,1714D,4,-0.381,4.567,1.489,Male,Native,24,0,0,0,0
emotion,1721D,4,0.033,3.954,1.389,Male,Early,24,0,0,0,0
emotion,1725D,4,-0.164,4.21,1.281,Male,Early,24,0,0,0,0
emotion,1728D,6,0.068,5.919,1.193,Male,Native,52,0,0,0,0
emotion,1729D,5,-0.238,5.377,1.583,Female,Native,45,0,0,0,0
emotion,1734D,4,-0.412,4.743,1.806,Female,Native,42,0,0,0,0
emperor,0063D,1,-1.701,4.388,1.992,Female,Native,59,0,0,0,0
emperor,0064D,,,4.384,1.672,Male,Native,35,1,0,0,0
emperor,0129D,1,-1.508,3.875,1.906,Female,Native,30,0,0,0,0
emperor,0283D,4,-0.768,5.481,1.93,Female,Native,37,0,0,0,0
emperor,0804D,2,-2.17,4.685,1.238,Male,Native,31,0,0,0,0
emperor,1120D,2,-1.554,4.519,1.621,Female,Native,32,0,0,0,0
emperor,1121D,1,-1.497,3.557,1.708,Male,Native,33,0,0,0,0
emperor,1193D,1,-2.618,4.729,1.424,Female,Early,31,0,0,0,0
emperor,1270D,1,-3.693,3.818,0.763,Male,Early,46,0,0,0,0
emperor,1324D,1,-1.709,4.107,1.819,Male,Native,31,0,0,0,0
emperor,1545D,2,-1.224,4.068,1.69,Female,Native,20,0,0,0,0
emperor,1549D,1,-2.225,4.304,1.484,Male,Native,25,0,0,0,0
emperor,1607D,1,-1.812,4.387,1.869,Male,Early,54,0,0,0,0
emperor,1619D,1,-1.618,3.767,1.71,Female,Early,31,0,0,0,0
emperor,1621D,1,-2.182,4.843,1.761,Female,Early,31,0,0,0,0
emperor,1638D,1,-1.707,4.083,1.806,Female,Early,28,0,0,0,0
emperor,1639D,1,-2.203,3.958,1.343,Female,Early,28,0,0,0,0
emperor,1692D,,,4.668,1.875,Female,Native,32,1,0,0,0
emperor,1714D,4,-0.438,4.647,1.476,Male,Native,25,0,0,0,0
emperor,1721D,1,-1.564,3.549,1.629,Male,Early,24,0,0,0,0
emperor,1728D,3,-1.101,4.379,1.253,Male,Native,53,0,0,0,0
emperor,1729D,1,-1.549,4.045,1.965,Female,Native,46,0,0,0,0
emperor,1734D,1,-2.177,4.851,1.769,Female,Native,42,0,0,0,0
emperor,1741D,1,-1.334,3.651,1.986,Female,Early,33,0,0,0,0
emperor,1742D,1,-2.303,5.32,1.876,Female,Native,54,0,0,0,0
emperor,1745D,1,-2.689,5.506,1.676,Female,Early,59,0,0,0,0
emperor,1746D,1,-1.413,3.389,1.691,Female,Early,55,0,0,0,0
emperor,1748D,1,-1.195,3.468,2.066,Female,Early,56,0,0,0,0
emperor,1751D,,,4.53,2.234,Female,Native,50,1,0,0,0
emperor,1752D,1,-3.082,5.688,1.521,Female,Native,42,0,0,0,0
engagement,0064D,,,4.583,1.652,Male,Native,35,1,0,0,0
engagement,0129D,,,4.226,1.687,Female,Native,29,1,0,0,0
engagement,0283D,1,-1.963,4.537,1.802,Female,Native,37,0,0,0,0
engagement,0646D,5,-1.301,6.282,0.986,Male,Early,37,0,0,0,0
engagement,1120D,,,4.243,1.701,Female,Native,32,1,0,0,0
engagement,1121D,1,-1.681,4.015,1.793,Male,Native,33,0,0,0,0
engagement,1124D,,,4.45,1.717,Female,Native,28,1,0,0,0
engagement,1180D,1,-2.322,5.157,1.79,Female,Early,30,0,0,0,0
engagement,1193D,4,-0.644,4.883,1.371,Female,Early,31,0,0,0,0
engagement,1324D,1,-1.402,3.599,1.854,Male,Native,31,0,0,0,0
engagement,1619D,1,-1.357,3.183,1.609,Female,Early,30,0,0,0,0
engagement,1621D,4,-0.499,4.899,1.8,Female,Early,31,0,0,0,0
engagement,1625D,1,-2.142,4.949,1.844,Female,Native,28,0,0,0,0
engagement,1626D,2,-3.012,6.007,1.33,Male,Early,30,0,0,0,0
engagement,1631D,,,4.436,1.751,Female,Early,28,1,0,0,0
engagement,1636D,2,-1.582,4.83,1.789,Male,Native,27,0,0,0,0
engagement,1638D,1,-1.789,4.159,1.766,Female,Early,27,0,0,0,0
engagement,1639D,1,-2.402,4.019,1.257,Female,Early,28,0,0,0,0
engagement,1692D,4,-0.762,5.253,1.645,Female,Native,32,0,0,0,0
